frame,step,time_ps,window_id,rc_center_nm,E1_kj_mol,E2_kj_mol,delta_e_kj_mol,delta_e_shifted_kj_mol,Eevb_kj_mol,w1,w2,proton_transfer_rc_nm,proton_transfer_event,proton_transfer_rc,ring_opening_rc,donor_h,h_acceptor
11,2200,0.22,p001,0.016,-38667.150766580016,-728.2250494319305,-37938.925717148086,-37938.925717148086,-38667.16130983819,0.9999997220993446,2.7790065537658393e-07,-0.08084180848763022,0,-0.08084180848763022,0.1408002399236196,0.11559817371636329,0.1964399822039935
12,2300,0.23,p001,0.016,-38641.74029204631,-17344.146415831026,-21297.59387621528,-21297.59387621528,-38641.75907349409,0.9999991181438257,8.818561742507391e-07,-0.08562265536953097,0,-0.08562265536953097,0.14882268877389185,0.11807048113879022,0.2036931365083212
13,2400,0.24,p001,0.016,-38644.89578460957,-23939.01695246066,-14705.878832148912,-14705.878832148912,-38644.922984565776,0.9999981504093773,1.8495906226601022e-06,-0.08528565721759335,0,-0.08528565721759335,0.15465254739729706,0.11447112714244015,0.1997567843600335
14,2500,0.25,p001,0.016,-38738.93931143111,-11572.200041456788,-27166.73926997432,-27166.73926997432,-38738.95403531016,0.999999458018758,5.419812419971137e-07,-0.08842627387896715,0,-0.08842627387896715,0.14543138091885527,0.11565207344368988,0.20407834732265703
15,2600,0.26,p001,0.016,-38631.44382409923,-5737.702904864069,-32893.74091923516,-32893.74091923516,-38631.455984462904,0.9999996303140251,3.696859749435788e-07,-0.08765105436333054,0,-0.08765105436333054,0.14278889925885097,0.11835889680045766,0.2060099511637882
16,2700,0.27,p001,0.016,-38536.51419850311,-21319.575234729913,-17216.938963773195,-17216.938963773195,-38536.53743140537,0.9999986505824519,1.3494175480910364e-06,-0.08153419619481887,0,-0.08153419619481887,0.15190256210853018,0.11597150534721933,0.1975057015420382
17,2800,0.28,p001,0.016,-38497.55124714633,-22238.76630475637,-16258.78494238996,-16258.78494238996,-38497.57584919354,0.9999984868504723,1.5131495277320717e-06,-0.08316045952476955,0,-0.08316045952476955,0.1529049991939573,0.11924281770902057,0.20240327723379012
18,2900,0.29,p001,0.016,-38497.177959446126,-9496.86242211223,-29000.315537333896,-29000.315537333896,-38497.19175239294,0.9999995243867718,4.756132282457415e-07,-0.08278110401079976,0,-0.08278110401079976,0.14439947077600587,0.11742053408448995,0.2002016380952897
19,3000,0.3,p001,0.016,-38485.490339632874,-10856.565919991437,-27628.924419641437,-27628.924419641437,-38485.5048172066,0.9999994759999218,5.240000782724685e-07,-0.08202760765640055,0,-0.08202760765640055,0.14502574420445047,0.11635831419854742,0.19838592185494797
20,3100,0.31,p001,0.016,-38392.19358201118,-23795.92998309186,-14596.263598919322,-14596.263598919322,-38392.22098623325,0.9999981225250573,1.8774749427352688e-06,-0.08474857107751523,0,-0.08474857107751523,0.15474732266007055,0.11892734512486418,0.2036759162023794
21,3200,0.32,p001,0.016,-38389.28859190762,-15995.865955218062,-22393.42263668956,-22393.42263668956,-38389.306454281206,0.9999992023396612,7.976603387804815e-07,-0.08335476435559595,0,-0.08335476435559595,0.14804292584771725,0.11485674167992958,0.19821150603552554
22,3300,0.33,p001,0.016,-38302.30143923519,8825.39946465913,-47127.70090389432,-47127.70090389432,-38302.30992681087,0.9999998199026802,1.8009731983514854e-07,-0.08423345038817069,0,-0.08423345038817069,0.1381248108002705,0.11519245923618833,0.19942590962435902
23,3400,0.34,p001,0.016,-38327.02326653738,-11380.624653052859,-26946.398613484518,-26946.398613484518,-38327.03811081343,0.9999994491189746,5.508810253518348e-07,-0.08479550610749965,0,-0.08479550610749965,0.14541946295839306,0.11798059133077009,0.20277609743826974
24,3500,0.35000000000000003,p001,0.016,-38302.335343571176,-21435.0683197685,-16867.267023802677,-16867.267023802677,-38302.35905810875,0.9999985940537457,1.4059462542515e-06,-0.08119918149671226,0,-0.08119918149671226,0.1521661309121384,0.11430978938211475,0.19550897087882702
25,3600,0.36,p001,0.016,-38189.1572020131,-18939.823120540794,-19249.334081472305,-19249.334081472305,-38189.17798193029,0.9999989204887691,1.0795112308503718e-06,-0.08376866640329206,0,-0.08376866640329206,0.15025783061402764,0.11646458634758305,0.2002332527508751
26,3700,0.37,p001,0.016,-38205.32014696466,-12730.927873939596,-25474.392273025063,-25474.392273025063,-38205.33584899787,0.9999993836157628,6.163842372619577e-07,-0.08378765277961746,0,-0.08378765277961746,0.14627549971216608,0.11968549048529654,0.203473143264914
27,3800,0.38,p001,0.016,-38279.506203141325,-16674.39362760805,-21605.112575533276,-21605.112575533276,-38279.52471726181,0.9999991430690913,8.569309086770005e-07,-0.08347742561661961,0,-0.08347742561661961,0.148537768175211,0.11642199021357033,0.19989941583018994
28,3900,0.39,p001,0.016,-38267.45725569155,-13923.825744299073,-24343.63151139248,-24343.63151139248,-38267.473687082645,0.9999993250239224,6.749760775859315e-07,-0.08590000747817213,0,-0.08590000747817213,0.1468960079401803,0.11770921087547041,0.20360921835364254
29,4000,0.4,p001,0.016,-38129.94180632316,-9682.571828553308,-28447.36997776985,-28447.36997776985,-38129.955867370016,0.9999995057176474,4.942823526032925e-07,-0.08775904666915856,0,-0.08775904666915856,0.1447720357543166,0.11894245664725307,0.20670150331641163
30,4100,0.41000000000000003,p001,0.016,-38257.17165851992,-21488.370600045513,-16768.801058474404,-16768.801058474404,-38257.195512308244,0.9999985774939794,1.4225060206429774e-06,-0.08048172688411913,0,-0.08048172688411913,0.15224838374728947,0.1154663176716242,0.19594804455574333
31,4200,0.42,p001,0.016,-38233.24218292674,-19800.998585414316,-18432.243597512424,-18432.243597512424,-38233.263884003274,0.999998822659579,1.17734042104356e-06,-0.08258423227132698,0,-0.08258423227132698,0.15091065397310532,0.11827835044541861,0.2008625827167456
32,4300,0.43,p001,0.016,-38224.116532394546,2288.707627054042,-40512.82415944859,-40512.82415944859,-38224.12640580897,0.9999997562892783,2.437107217145851e-07,-0.08515217873833542,0,-0.08515217873833542,0.14001500385805046,0.11659410672484838,0.2017462854631838
33,4400,0.44,p001,0.016,-38140.8648694779,-4573.667146590044,-33567.19772288785,-33567.19772288785,-38140.876785869055,0.9999996449991806,3.550008193520249e-07,-0.08133477977626599,0,-0.08133477977626599,0.14241073020603023,0.11295628901699709,0.19429106879326308
34,4500,0.45,p001,0.016,-38240.34931691087,-23000.97173656043,-15239.37758035044,-15239.37758035044,-38240.37556465681,0.9999982776425489,1.7223574511615602e-06,-0.08679768849125079,0,-0.08679768849125079,0.15410951292345176,0.11868411749033579,0.20548180598158658
35,4600,0.46,p001,0.016,-38097.256888056436,-19766.073440868728,-18331.18344718771,-18331.18344718771,-38097.27870877112,0.9999988096424435,1.190357556579702e-06,-0.08431297647622459,0,-0.08431297647622459,0.1511036676402704,0.11433232222049365,0.19864529869671824
36,4700,0.47000000000000003,p001,0.016,-38041.8174583365,-8283.627714426111,-29758.189743910392,-29758.189743910392,-38041.83090000828,0.9999995483038533,4.5169614665274693e-07,-0.08845686594684497,0,-0.08845686594684497,0.14414197533669446,0.11588715417824848,0.20434402012509345
37,4800,0.48,p001,0.016,-38017.995265827776,-6494.153647910658,-31523.841617917118,-31523.841617917118,-38018.0079546315,0.999999597485812,4.0251418803594063e-07,-0.08754504379570742,0,-0.08754504379570742,0.1433696631486735,0.11710528842339164,0.20465033221909906
38,4900,0.49,p001,0.016,-38023.896669518,-16896.94410515469,-21126.95256436331,-21126.95256436331,-38023.9156026623,0.9999991038409203,8.961590797218477e-07,-0.08243648706367061,0,-0.08243648706367061,0.14882193303801158,0.11333358945906134,0.19577007652273196
39,5000,0.5,p001,0.016,-38034.69745224275,-18274.61758761559,-19760.079864627158,-19760.079864627158,-38034.71769505517,0.9999989755724121,1.0244275878701359e-06,-0.08385206734147105,0,-0.08385206734147105,0.14991251979980974,0.11872997460798429,0.20258204194945534
